PolNumber,FileName,Status,ErrorDetails,ExpectedResult,Timestamp
8100082380,WDQuote_8100082380.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100091118,WDQuote_8100091118.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100098527,WDQuote_8100098527.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100180184,WDQuote_8100180184.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100287286,WDQuote_8100287286.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100293607,WDQuote_8100293607.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100602694,WDQuote_8100602694.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100620332,WDQuote_8100620332.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100624565,WDQuote_8100624565.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100732905,WDQuote_8100732905.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100741503,WDQuote_8100741503.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0317138,WDQuote_0317138.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0320752,WDQuote_0320752.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0322974,WDQuote_0322974.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0323308,WDQuote_0323308.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0325837,WDQuote_0325837.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0329796,WDQuote_0329796.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0332186,WDQuote_0332186.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0333609,WDQuote_0333609.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0335720,WDQuote_0335720.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0337616,WDQuote_0337616.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0340461,WDQuote_0340461.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0349147,WDQuote_0349147.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0357747,WDQuote_0357747.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0357748,WDQuote_0357748.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0359034,WDQuote_0359034.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0363479,WDQuote_0363479.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0365084,WDQuote_0365084.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0365480,WDQuote_0365480.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0371326,WDQuote_0371326.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0371714,WDQuote_0371714.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0379823,WDQuote_0379823.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0379824,WDQuote_0379824.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0380400,WDQuote_0380400.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0381512,WDQuote_0381512.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0385509,WDQuote_0385509.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0386641,WDQuote_0386641.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0387264,WDQuote_0387264.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0388413,WDQuote_0388413.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0390412,WDQuote_0390412.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0392040,WDQuote_0392040.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0394023,WDQuote_0394023.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0400049,WDQuote_0400049.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0402212,WDQuote_0402212.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0403399,WDQuote_0403399.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0403637,WDQuote_0403637.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0404790,WDQuote_0404790.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0443491,WDQuote_0443491.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0452987,WDQuote_0452987.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0457782,WDQuote_0457782.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0460962,WDQuote_0460962.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0465286,WDQuote_0465286.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0467121,WDQuote_0467121.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0475324,WDQuote_0475324.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0481605,WDQuote_0481605.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0486583,WDQuote_0486583.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0491737,WDQuote_0491737.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0493020,WDQuote_0493020.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0505475,WDQuote_0505475.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0506678,WDQuote_0506678.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0511057,WDQuote_0511057.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0518800,WDQuote_0518800.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0518801,WDQuote_0518801.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0551795,WDQuote_0551795.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0556507,WDQuote_0556507.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0567962,WDQuote_0567962.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
0569066,WDQuote_0569066.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
